record_id,source_table,source_original_path,source_row_number,record_type,experiment_id,stage,experiment_group,description,dataset,evaluation_protocol,modalities,seed,code_root,code_commit,config_path,init_checkpoint,pretrained_path,data_root,derived_data_root,environment_file,launch_command,run_dir,status,lifecycle,best_epoch,rank1,mAP,mINP,rank5,rank10,checkpoint_path,checkpoint_sha256,checkpoint_status,metrics_source,log_source,selection_rule,extra_metrics_json,notes,source_sha256,legacy_checkpoint_path,migration_batch,migration_status,checkpoint_path_status,checkpoint_path_check,legacy_log_source,log_source_status
stage_a_safe_tricks_c1_c3_20260819,reports/stage_a_safe_tricks_c1_c3_20260819.md,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-pairs-c1-c3-20260818/provenance/archive_manifest.json,,archive_summary,SALTVI-STAGEA-SAFE-TRICKS-C1-C3-20260819,stage_a,stage_a_safe_tricks_c1_c3_20260819,Completed PMT Stage-A C1-C3 pairwise safe-trick archive,SYSU-MM01,all-search single-shot 10-trial; infrared query to visible gallery,RGB + IR,0,/home/lab929/ybj/.codex-worktrees/safe-tricks-mainline-20260817,9f02ba663e449ae3da69cb9a239c281a0b68d5ea,configs/pipelines/sysu_safe_tricks.yaml,,/home/cgv841/ybj/SALT-VI/pretrained/pmt_sysu/jx_vit_base_p16_224-80ecf9dd.pth,/home/cgv841/datasets/SYSU-MM01/,/home/cgv841/datasets/derived/SYSU-MM01-swinir-x2-pmt256-v1,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-pairs-c1-c3-20260818/provenance/environment.json,python scripts/experiments/run_stage_a_gpu_scheduler.py --output-root /home/lab929/ybj/experiments/SALT-VI-safe-tricks-pairs-c1-c3-20260818 --gpus 1 2 3 --jobs-per-gpu 1 --variants c1 c2 c3,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-pairs-c1-c3-20260818,succeeded,archived,23,,,,,,,,three_best_models_retained_shared_start_hardlink,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-pairs-c1-c3-20260818/events,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-pairs-c1-c3-20260818/scheduler,fixed final epoch 23; no test-metric epoch selection; no Stage-B promotion,"{""c1"":[0.6922956109046936,0.6789477484034413,0.5678756532629513],""c2"":[0.6939784288406372,0.6754745297821066,0.5560781197817259],""c3"":[0.7029975652694702,0.6864646066034468,0.5725203371842799]}","Selected best models, source snapshots, exact code bundle and verified inventory retained. Resume/optimizer checkpoints were removed under the 2026-08-20 starting-and-best-only policy. No Stage-B checkpoint was promoted.",,,,not_applicable,exists,inventory_sha256,,exists
stage_a_safe_tricks_a1_a6_20260818,reports/stage_a_safe_tricks_a1_a6_20260818.md,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-a1-a6-dual-20260817/provenance/archive_manifest.json,,archive_summary,SALTVI-STAGEA-SAFE-TRICKS-A1-A6-20260818,stage_a,stage_a_safe_tricks_a1_a6_20260818,Completed PMT Stage-A A1-A6 single-trick and all-in ablation archive,SYSU-MM01,all-search single-shot 10-trial; infrared query to visible gallery,RGB + IR,0,/home/lab929/ybj/.codex-worktrees/safe-tricks-mainline-20260817,85871cf6131e2337f852a3e404821647d9c84680,configs/pipelines/sysu_safe_tricks.yaml,,/home/cgv841/ybj/SALT-VI/pretrained/pmt_sysu/jx_vit_base_p16_224-80ecf9dd.pth,/home/cgv841/datasets/SYSU-MM01/,/home/cgv841/datasets/derived/SYSU-MM01-swinir-x2-pmt256-v1,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-a1-a6-dual-20260817/provenance/environment.json,python scripts/experiments/run_stage_a_gpu_scheduler.py --gpus 1 2 3 --jobs-per-gpu 2 --variants a1 a2 a3 a4 a5 a6,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-a1-a6-dual-20260817,succeeded,archived,23,,,,,,,,six_best_models_retained_shared_start_hardlink,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-a1-a6-dual-20260817/events,/home/lab929/ybj/experiments/archive/stage_a/SALT-VI-safe-tricks-a1-a6-dual-20260817/scheduler,fixed final epoch 23; no test-metric epoch selection,"{""a1"":[0.6911123394966125,0.6770329785722299,0.5619058958927383],""a2"":[0.6953458189964294,0.6774422111975956,0.5579270486048606],""a3"":[0.6090455055236816,0.5856238473130693,0.44737820551754315],""a4"":[0.6106758117675781,0.5854033754581256,0.4456133437843145],""a5"":[0.6880620718002319,0.6742926786965378,0.5630333773907292],""a6"":[0.6021825075149536,0.5700305012797326,0.42255375449542526]}","Selected best models, source snapshots, exact code bundle and verified inventory retained. Resume/optimizer checkpoints were removed under the 2026-08-20 starting-and-best-only policy.",,,,not_applicable,exists,inventory_sha256,,exists
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row2,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,2,summary_or_result,REL0-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,14,0.8364974856376648,0.8124074193142118,0.7169447781033785,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""14"", ""experiment_id"": ""REL0-S0"", ""map"": ""0.8124074193142118"", ""minp"": ""0.7169447781033785"", ""note"": ""reused StageB control"", ""rank1"": ""0.8364974856376648""}",reused StageB control,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row3,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,3,summary_or_result,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,14,0.8347094655036926,0.8112126111118230,0.7162822451276054,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""14"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8112126111118230"", ""minp"": ""0.7162822451276054"", ""note"": ""completed"", ""rank1"": ""0.8347094655036926""}",completed,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row4,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,4,summary_or_result,REL1-W003-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,1,0.8344202041625977,0.8098946375339183,0.7130923205807225,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""1"", ""experiment_id"": ""REL1-W003-S0"", ""map"": ""0.8098946375339183"", ""minp"": ""0.7130923205807225"", ""note"": ""completed"", ""rank1"": ""0.8344202041625977""}",completed,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row5,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,5,summary_or_result,REL1-W010-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,1,0.8295029401779175,0.8076448313470543,0.7124824848115654,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""1"", ""experiment_id"": ""REL1-W010-S0"", ""map"": ""0.8076448313470543"", ""minp"": ""0.7124824848115654"", ""note"": ""completed"", ""rank1"": ""0.8295029401779175""}",completed,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row6,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,6,summary_or_result,REL2-HARD-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,1,0.8346306085586548,0.8096399693578407,0.7122031525501754,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""1"", ""experiment_id"": ""REL2-HARD-W001-S0"", ""map"": ""0.8096399693578407"", ""minp"": ""0.7122031525501754"", ""note"": ""stopped after epoch 9"", ""rank1"": ""0.8346306085586548""}",stopped after epoch 9,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row7,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,7,summary_or_result,REL2-SYM-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,1,0.8332105875015259,0.8089876706790218,0.7118033367957974,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""1"", ""experiment_id"": ""REL2-SYM-W001-S0"", ""map"": ""0.8089876706790218"", ""minp"": ""0.7118033367957974"", ""note"": ""stopped after epoch 9"", ""rank1"": ""0.8332105875015259""}",stopped after epoch 9,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv#row8,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/best_metrics.csv,8,summary_or_result,REL2-HARD-SYM-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,1,0.8346831202507019,0.8095547081823582,0.7123857846219024,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/best_metrics.csv,,,"{""epoch"": ""1"", ""experiment_id"": ""REL2-HARD-SYM-W001-S0"", ""map"": ""0.8095547081823582"", ""minp"": ""0.7123857846219024"", ""note"": ""stopped after epoch 4"", ""rank1"": ""0.8346831202507019""}",stopped after epoch 4,ae19eba8f2dfe0d59b1e1876979d5cd982f0ba72156575393f49f9e742995627,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row2,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,2,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,0,0.8217985033988953,0.7999001699686852,0.7022832713720125,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""0"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.7999001699686852"", ""minp"": ""0.7022832713720125"", ""rank1"": ""0.8217985033988953""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row3,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,3,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,1,0.8346568346023560,0.8095326826376914,0.7121643610730388,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""1"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8095326826376914"", ""minp"": ""0.7121643610730388"", ""rank1"": ""0.8346568346023560""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row4,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,4,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,2,0.8227187991142273,0.8001509855391497,0.7024519513107762,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""2"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8001509855391497"", ""minp"": ""0.7024519513107762"", ""rank1"": ""0.8227187991142273""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row5,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,5,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,3,0.8180646896362305,0.7976166144179627,0.7014669774307137,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""3"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.7976166144179627"", ""minp"": ""0.7014669774307137"", ""rank1"": ""0.8180646896362305""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row6,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,6,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,4,0.8194583654403687,0.7983846854380735,0.7018523650102988,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""4"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.7983846854380735"", ""minp"": ""0.7018523650102988"", ""rank1"": ""0.8194583654403687""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row7,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,7,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,5,0.8260583877563477,0.8040608448526998,0.7075490693603409,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""5"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8040608448526998"", ""minp"": ""0.7075490693603409"", ""rank1"": ""0.8260583877563477""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row8,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,8,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,6,0.8195372819900513,0.8002284533593867,0.7033216449765890,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""6"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8002284533593867"", ""minp"": ""0.7033216449765890"", ""rank1"": ""0.8195372819900513""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row9,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,9,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,7,0.8238759040832520,0.8041123560147089,0.7095809045675563,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""7"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8041123560147089"", ""minp"": ""0.7095809045675563"", ""rank1"": ""0.8238759040832520""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row10,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,10,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,8,0.8263739347457886,0.8057226466478449,0.7118547617251807,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""8"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8057226466478449"", ""minp"": ""0.7118547617251807"", ""rank1"": ""0.8263739347457886""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row11,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,11,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,9,0.8328688740730286,0.8094790769568387,0.7143044540911697,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""9"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8094790769568387"", ""minp"": ""0.7143044540911697"", ""rank1"": ""0.8328688740730286""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row12,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,12,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,10,0.8291875720024109,0.8074917049115420,0.7141500644753349,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""10"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8074917049115420"", ""minp"": ""0.7141500644753349"", ""rank1"": ""0.8291875720024109""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row13,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,13,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,11,0.8286353349685669,0.8071600326440059,0.7123345088088107,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""11"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8071600326440059"", ""minp"": ""0.7123345088088107"", ""rank1"": ""0.8286353349685669""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row14,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,14,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,12,0.8332895040512085,0.8114797110475644,0.7181444767722756,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""12"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8114797110475644"", ""minp"": ""0.7181444767722756"", ""rank1"": ""0.8332895040512085""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row15,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,15,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,13,0.8335787653923035,0.8107612257267471,0.7160599746054784,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""13"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8107612257267471"", ""minp"": ""0.7160599746054784"", ""rank1"": ""0.8335787653923035""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row16,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,16,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,14,0.8347094655036926,0.8112126111118230,0.7162822451276054,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""14"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8112126111118230"", ""minp"": ""0.7162822451276054"", ""rank1"": ""0.8347094655036926""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row17,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,17,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,15,0.8310807347297668,0.8082394884780790,0.7135337493016277,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""15"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8082394884780790"", ""minp"": ""0.7135337493016277"", ""rank1"": ""0.8310807347297668""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row18,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,18,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,16,0.8313436508178711,0.8088053080113997,0.7145082820008107,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""16"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8088053080113997"", ""minp"": ""0.7145082820008107"", ""rank1"": ""0.8313436508178711""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row19,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,19,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,17,0.8302130699157715,0.8083400082054191,0.7141992676143600,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""17"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8083400082054191"", ""minp"": ""0.7141992676143600"", ""rank1"": ""0.8302130699157715""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv#row20,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,/home/cgv841/ybj/TVI-LFM/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,20,metrics,REL1-W001-S0,,,,,,,,/home/cgv841/ybj/SALT-VI/src/salt_vi,,,,,,,,,,,,18,0.8289508819580078,0.8071550298112985,0.7132318219385660,,,,,not_recorded,reports/experiment_registry/source_tables/source_core/reports/archive/retired_rel_metrics/metrics_per_epoch.csv,,,"{""epoch"": ""18"", ""experiment_id"": ""REL1-W001-S0"", ""map"": ""0.8071550298112985"", ""minp"": ""0.7132318219385660"", ""rank1"": ""0.8289508819580078""}",,985b9ec22f84fd0a59feb10ba1407a1b4ed624569170cfa300c2406f29152f4f,,,,无,not_recorded,,未记录
